Dates	variable	value	upper_ci	color	type
2020-06-13	mod_2	6844	36045	Soc. Dist. + Travel Ban	solid
2020-06-13	mod_3	13908	83283	No Intervention	solid
2020-06-13	mod_4	6479	33970	Moderate return	solid
2020-06-13	mod_5	12357	72877	Normal (pre-intervention)	solid
2020-06-13	mod_6	4979	25172	Cautious return	solid
2020-06-14	mod_2	7189	38779	Soc. Dist. + Travel Ban	solid
2020-06-14	mod_3	15596	95938	No Intervention	solid
2020-06-14	mod_4	6793	36364	Moderate return	solid
2020-06-14	mod_5	13795	83199	Normal (pre-intervention)	solid
2020-06-14	mod_6	5111	26262	Cautious return	solid
2020-06-15	mod_2	7556	41593	Soc. Dist. + Travel Ban	solid
2020-06-15	mod_3	17558	111096	No Intervention	solid
2020-06-15	mod_4	7126	39076	Moderate return	solid
2020-06-15	mod_5	15465	95886	Normal (pre-intervention)	solid
2020-06-15	mod_6	5244	27400	Cautious return	solid
2020-06-16	mod_2	7944	44588	Soc. Dist. + Travel Ban	solid
2020-06-16	mod_3	19848	128546	No Intervention	solid
2020-06-16	mod_4	7476	41938	Moderate return	solid
2020-06-16	mod_5	17413	110324	Normal (pre-intervention)	solid
2020-06-16	mod_6	5380	28651	Cautious return	solid
2020-06-17	mod_2	8364	47972	Soc. Dist. + Travel Ban	solid
2020-06-17	mod_3	22521	148555	No Intervention	solid
2020-06-17	mod_4	7854	45000	Moderate return	solid
2020-06-17	mod_5	19693	127242	Normal (pre-intervention)	solid
2020-06-17	mod_6	5519	29836	Cautious return	solid
2020-06-18	mod_2	8817	51743	Soc. Dist. + Travel Ban	solid
2020-06-18	mod_3	25644	172397	No Intervention	solid
2020-06-18	mod_4	8263	48340	Moderate return	solid
2020-06-18	mod_5	22366	147035	Normal (pre-intervention)	solid
2020-06-18	mod_6	5658	30971	Cautious return	solid
2020-06-19	mod_2	9302	55688	Soc. Dist. + Travel Ban	solid
2020-06-19	mod_3	29322	199433	No Intervention	solid
2020-06-19	mod_4	8702	52005	Moderate return	solid
2020-06-19	mod_5	25487	170008	Normal (pre-intervention)	solid
2020-06-19	mod_6	5805	32487	Cautious return	solid
2020-06-20	mod_2	9820	59714	Soc. Dist. + Travel Ban	solid
2020-06-20	mod_3	33616	230731	No Intervention	solid
2020-06-20	mod_4	9174	55685	Moderate return	solid
2020-06-20	mod_5	29150	196808	Normal (pre-intervention)	solid
2020-06-20	mod_6	5958	33704	Cautious return	solid
2020-06-21	mod_2	10393	64411	Soc. Dist. + Travel Ban	solid
2020-06-21	mod_3	38667	268563	No Intervention	solid
2020-06-21	mod_4	9692	60003	Moderate return	solid
2020-06-21	mod_5	33442	227788	Normal (pre-intervention)	solid
2020-06-21	mod_6	6112	35092	Cautious return	solid
2020-06-22	mod_2	11010	69162	Soc. Dist. + Travel Ban	solid
2020-06-22	mod_3	44557	313112	No Intervention	solid
2020-06-22	mod_4	10251	64667	Moderate return	solid
2020-06-22	mod_5	38469	263896	Normal (pre-intervention)	solid
2020-06-22	mod_6	6276	36722	Cautious return	solid
2020-06-23	mod_2	11682	74680	Soc. Dist. + Travel Ban	solid
2020-06-23	mod_3	51450	363470	No Intervention	solid
2020-06-23	mod_4	10851	69557	Moderate return	solid
2020-06-23	mod_5	44341	305971	Normal (pre-intervention)	solid
2020-06-23	mod_6	6444	38152	Cautious return	solid
2020-06-24	mod_2	12412	80670	Soc. Dist. + Travel Ban	solid
2020-06-24	mod_3	59482	423038	No Intervention	solid
2020-06-24	mod_4	11509	74853	Moderate return	solid
2020-06-24	mod_5	51181	355029	Normal (pre-intervention)	solid
2020-06-24	mod_6	6616	39587	Cautious return	solid
2020-06-25	mod_2	13210	87124	Soc. Dist. + Travel Ban	solid
2020-06-25	mod_3	68792	492979	No Intervention	solid
2020-06-25	mod_4	12219	80666	Moderate return	solid
2020-06-25	mod_5	59153	413902	Normal (pre-intervention)	solid
2020-06-25	mod_6	6795	41060	Cautious return	solid
2020-06-26	mod_2	14082	93897	Soc. Dist. + Travel Ban	solid
2020-06-26	mod_3	79556	574073	No Intervention	solid
2020-06-26	mod_4	12994	86992	Moderate return	solid
2020-06-26	mod_5	68352	479624	Normal (pre-intervention)	solid
2020-06-26	mod_6	6978	42908	Cautious return	solid
2020-06-27	mod_2	15034	101428	Soc. Dist. + Travel Ban	solid
2020-06-27	mod_3	91951	669514	No Intervention	solid
2020-06-27	mod_4	13838	93586	Moderate return	solid
2020-06-27	mod_5	78970	557802	Normal (pre-intervention)	solid
2020-06-27	mod_6	7172	44670	Cautious return	solid
2020-06-28	mod_2	16078	109496	Soc. Dist. + Travel Ban	solid
2020-06-28	mod_3	106132	778806	No Intervention	solid
2020-06-28	mod_4	14759	100644	Moderate return	solid
2020-06-28	mod_5	91155	648605	Normal (pre-intervention)	solid
2020-06-28	mod_6	7375	46389	Cautious return	solid
2020-06-29	mod_2	17223	117310	Soc. Dist. + Travel Ban	solid
2020-06-29	mod_3	122294	905006	No Intervention	solid
2020-06-29	mod_4	15776	108890	Moderate return	solid
2020-06-29	mod_5	105069	754650	Normal (pre-intervention)	solid
2020-06-29	mod_6	7590	48264	Cautious return	solid
2020-06-30	mod_2	18487	127397	Soc. Dist. + Travel Ban	solid
2020-06-30	mod_3	140607	1052481	No Intervention	solid
2020-06-30	mod_4	16889	117100	Moderate return	solid
2020-06-30	mod_5	120879	879693	Normal (pre-intervention)	solid
2020-06-30	mod_6	7811	50026	Cautious return	solid
2020-07-01	mod_2	19876	137196	Soc. Dist. + Travel Ban	solid
2020-07-01	mod_3	161236	1222347	No Intervention	solid
2020-07-01	mod_4	18102	126498	Moderate return	solid
2020-07-01	mod_5	138728	1022886	Normal (pre-intervention)	solid
2020-07-01	mod_6	8043	52031	Cautious return	solid
2020-07-02	mod_2	21395	147981	Soc. Dist. + Travel Ban	solid
2020-07-02	mod_3	184324	1419467	No Intervention	solid
2020-07-02	mod_4	19427	136542	Moderate return	solid
2020-07-02	mod_5	158795	1190343	Normal (pre-intervention)	solid
2020-07-02	mod_6	8292	54082	Cautious return	solid
2020-07-03	mod_2	23066	160126	Soc. Dist. + Travel Ban	solid
2020-07-03	mod_3	210034	1642932	No Intervention	solid
2020-07-03	mod_4	20878	146963	Moderate return	solid
2020-07-03	mod_5	181213	1380607	Normal (pre-intervention)	solid
2020-07-03	mod_6	8553	56249	Cautious return	solid
2020-07-04	mod_2	24905	173214	Soc. Dist. + Travel Ban	solid
2020-07-04	mod_3	238543	1907912	No Intervention	solid
2020-07-04	mod_4	22473	158912	Moderate return	solid
2020-07-04	mod_5	206147	1603778	Normal (pre-intervention)	solid
2020-07-04	mod_6	8821	58301	Cautious return	solid
2020-07-05	mod_2	26925	187206	Soc. Dist. + Travel Ban	solid
2020-07-05	mod_3	269967	2212914	No Intervention	solid
2020-07-05	mod_4	24222	171041	Moderate return	solid
2020-07-05	mod_5	233729	1850887	Normal (pre-intervention)	solid
2020-07-05	mod_6	9102	60389	Cautious return	solid
2020-07-06	mod_2	29141	202879	Soc. Dist. + Travel Ban	solid
2020-07-06	mod_3	304395	2562443	No Intervention	solid
2020-07-06	mod_4	26138	184385	Moderate return	solid
2020-07-06	mod_5	264072	2145243	Normal (pre-intervention)	solid
2020-07-06	mod_6	9402	63082	Cautious return	solid
2020-07-07	mod_2	31566	218982	Soc. Dist. + Travel Ban	solid
2020-07-07	mod_3	341940	2963694	No Intervention	solid
2020-07-07	mod_4	28224	199757	Moderate return	solid
2020-07-07	mod_5	297286	2485633	Normal (pre-intervention)	solid
2020-07-07	mod_6	9716	65769	Cautious return	solid
2020-07-08	mod_2	34223	237841	Soc. Dist. + Travel Ban	solid
2020-07-08	mod_3	382691	3430018	No Intervention	solid
2020-07-08	mod_4	30521	215587	Moderate return	solid
2020-07-08	mod_5	333433	2867011	Normal (pre-intervention)	solid
2020-07-08	mod_6	10043	68195	Cautious return	solid
2020-07-09	mod_2	37131	256323	Soc. Dist. + Travel Ban	solid
2020-07-09	mod_3	426671	3946893	No Intervention	solid
2020-07-09	mod_4	33041	232693	Moderate return	solid
2020-07-09	mod_5	372616	3317868	Normal (pre-intervention)	solid
2020-07-09	mod_6	10400	70943	Cautious return	solid
2020-07-10	mod_2	40304	276556	Soc. Dist. + Travel Ban	solid
2020-07-10	mod_3	473995	4523109	No Intervention	solid
2020-07-10	mod_4	35802	251865	Moderate return	solid
2020-07-10	mod_5	414905	3810932	Normal (pre-intervention)	solid
2020-07-10	mod_6	10766	73563	Cautious return	solid
2020-07-11	mod_2	43758	299857	Soc. Dist. + Travel Ban	solid
2020-07-11	mod_3	524610	5172166	No Intervention	solid
2020-07-11	mod_4	38817	271803	Moderate return	solid
2020-07-11	mod_5	460328	4374679	Normal (pre-intervention)	solid
2020-07-11	mod_6	11159	76446	Cautious return	solid
2020-07-12	mod_2	47517	324742	Soc. Dist. + Travel Ban	solid
2020-07-12	mod_3	578531	5875397	No Intervention	solid
2020-07-12	mod_4	42114	292745	Moderate return	solid
2020-07-12	mod_5	508963	5004044	Normal (pre-intervention)	solid
2020-07-12	mod_6	11570	79081	Cautious return	solid
2020-07-13	mod_2	51603	351613	Soc. Dist. + Travel Ban	solid
2020-07-13	mod_3	635759	6659240	No Intervention	solid
2020-07-13	mod_4	45702	317251	Moderate return	solid
2020-07-13	mod_5	560708	5698693	Normal (pre-intervention)	solid
2020-07-13	mod_6	12011	82294	Cautious return	solid
2020-07-14	mod_2	56048	378373	Soc. Dist. + Travel Ban	solid
2020-07-14	mod_3	696288	7496629	No Intervention	solid
2020-07-14	mod_4	49595	343157	Moderate return	solid
2020-07-14	mod_5	615670	6469068	Normal (pre-intervention)	solid
2020-07-14	mod_6	12479	85815	Cautious return	solid
2020-07-15	mod_2	60843	409238	Soc. Dist. + Travel Ban	solid
2020-07-15	mod_3	760057	8410057	No Intervention	solid
2020-07-15	mod_4	53819	372482	Moderate return	solid
2020-07-15	mod_5	673738	7283036	Normal (pre-intervention)	solid
2020-07-15	mod_6	12961	89189	Cautious return	solid
2020-07-16	mod_2	66018	441988	Soc. Dist. + Travel Ban	solid
2020-07-16	mod_3	827041	9359239	No Intervention	solid
2020-07-16	mod_4	58411	401784	Moderate return	solid
2020-07-16	mod_5	734937	8162247	Normal (pre-intervention)	solid
2020-07-16	mod_6	13476	92521	Cautious return	solid
2020-07-17	mod_2	71602	479923	Soc. Dist. + Travel Ban	solid
2020-07-17	mod_3	897142	10383212	No Intervention	solid
2020-07-17	mod_4	63374	434859	Moderate return	solid
2020-07-17	mod_5	799165	9119926	Normal (pre-intervention)	solid
2020-07-17	mod_6	14024	96302	Cautious return	solid
2020-07-18	mod_2	77613	520005	Soc. Dist. + Travel Ban	solid
2020-07-18	mod_3	970375	11433460	No Intervention	solid
2020-07-18	mod_4	68743	471283	Moderate return	solid
2020-07-18	mod_5	866434	10100488	Normal (pre-intervention)	solid
2020-07-18	mod_6	14607	99996	Cautious return	solid
2020-07-19	mod_2	84057	562234	Soc. Dist. + Travel Ban	solid
2020-07-19	mod_3	1046579	12505388	No Intervention	solid
2020-07-19	mod_4	74514	511243	Moderate return	solid
2020-07-19	mod_5	936533	11113054	Normal (pre-intervention)	solid
2020-07-19	mod_6	15220	103567	Cautious return	solid
2020-07-20	mod_2	90951	609067	Soc. Dist. + Travel Ban	solid
2020-07-20	mod_3	1125690	13600017	No Intervention	solid
2020-07-20	mod_4	80719	552602	Moderate return	solid
2020-07-20	mod_5	1009423	12170916	Normal (pre-intervention)	solid
2020-07-20	mod_6	15868	107522	Cautious return	solid
2020-07-21	mod_2	98311	660201	Soc. Dist. + Travel Ban	solid
2020-07-21	mod_3	1207568	14741695	No Intervention	solid
2020-07-21	mod_4	87366	598430	Moderate return	solid
2020-07-21	mod_5	1085029	13229541	Normal (pre-intervention)	solid
2020-07-21	mod_6	16559	111858	Cautious return	solid
2020-07-22	mod_2	106187	715891	Soc. Dist. + Travel Ban	solid
2020-07-22	mod_3	1292156	15925041	No Intervention	solid
2020-07-22	mod_4	94475	648400	Moderate return	solid
2020-07-22	mod_5	1163246	14339603	Normal (pre-intervention)	solid
2020-07-22	mod_6	17293	116563	Cautious return	solid
2020-07-23	mod_2	114538	775216	Soc. Dist. + Travel Ban	solid
2020-07-23	mod_3	1379286	17092926	No Intervention	solid
2020-07-23	mod_4	102079	703055	Moderate return	solid
2020-07-23	mod_5	1243947	15487158	Normal (pre-intervention)	solid
2020-07-23	mod_6	18063	120591	Cautious return	solid
2020-07-24	mod_2	123434	839326	Soc. Dist. + Travel Ban	solid
2020-07-24	mod_3	1468872	18292028	No Intervention	solid
2020-07-24	mod_4	110183	758216	Moderate return	solid
2020-07-24	mod_5	1327121	16644242	Normal (pre-intervention)	solid
2020-07-24	mod_6	18883	125469	Cautious return	solid
2020-07-25	mod_2	132861	906974	Soc. Dist. + Travel Ban	solid
2020-07-25	mod_3	1560767	19534103	No Intervention	solid
2020-07-25	mod_4	118790	819024	Moderate return	solid
2020-07-25	mod_5	1412528	17821736	Normal (pre-intervention)	solid
2020-07-25	mod_6	19746	130385	Cautious return	solid
2020-07-26	mod_2	142820	981460	Soc. Dist. + Travel Ban	solid
2020-07-26	mod_3	1654813	20752002	No Intervention	solid
2020-07-26	mod_4	127907	886628	Moderate return	solid
2020-07-26	mod_5	1500106	19062970	Normal (pre-intervention)	solid
2020-07-26	mod_6	20658	135201	Cautious return	solid
2020-07-27	mod_2	153320	1059085	Soc. Dist. + Travel Ban	solid
2020-07-27	mod_3	1750896	21924979	No Intervention	solid
2020-07-27	mod_4	137539	959525	Moderate return	solid
2020-07-27	mod_5	1589723	20248846	Normal (pre-intervention)	solid
2020-07-27	mod_6	21629	141652	Cautious return	solid
2020-07-28	mod_2	164374	1146336	Soc. Dist. + Travel Ban	solid
2020-07-28	mod_3	1848965	23082341	No Intervention	solid
2020-07-28	mod_4	147730	1036210	Moderate return	solid
2020-07-28	mod_5	1681281	21458423	Normal (pre-intervention)	solid
2020-07-28	mod_6	22653	146791	Cautious return	solid
2020-07-29	mod_2	176005	1243686	Soc. Dist. + Travel Ban	solid
2020-07-29	mod_3	1948774	24251620	No Intervention	solid
2020-07-29	mod_4	158463	1119921	Moderate return	solid
2020-07-29	mod_5	1774575	22635714	Normal (pre-intervention)	solid
2020-07-29	mod_6	23741	152504	Cautious return	solid
2020-07-30	mod_2	188182	1345404	Soc. Dist. + Travel Ban	solid
2020-07-30	mod_3	2050208	25417286	No Intervention	solid
2020-07-30	mod_4	169758	1213893	Moderate return	solid
2020-07-30	mod_5	1869529	23812611	Normal (pre-intervention)	solid
2020-07-30	mod_6	24893	158128	Cautious return	solid
2020-07-31	mod_2	200956	1453019	Soc. Dist. + Travel Ban	solid
2020-07-31	mod_3	2153155	26538938	No Intervention	solid
2020-07-31	mod_4	181610	1311283	Moderate return	solid
2020-07-31	mod_5	1966083	24986729	Normal (pre-intervention)	solid
2020-07-31	mod_6	26107	164787	Cautious return	solid
2020-08-01	mod_2	214309	1572618	Soc. Dist. + Travel Ban	solid
2020-08-01	mod_3	2257463	27680288	No Intervention	solid
2020-08-01	mod_4	194038	1418263	Moderate return	solid
2020-08-01	mod_5	2064029	26111694	Normal (pre-intervention)	solid
2020-08-01	mod_6	27385	171337	Cautious return	solid
2020-08-02	mod_2	228260	1701647	Soc. Dist. + Travel Ban	solid
2020-08-02	mod_3	2362995	28768244	No Intervention	solid
2020-08-02	mod_4	207020	1530548	Moderate return	solid
2020-08-02	mod_5	2163305	27221128	Normal (pre-intervention)	solid
2020-08-02	mod_6	28735	177706	Cautious return	solid
2020-08-03	mod_2	242783	1840156	Soc. Dist. + Travel Ban	solid
2020-08-03	mod_3	2469618	29804908	No Intervention	solid
2020-08-03	mod_4	220592	1653960	Moderate return	solid
2020-08-03	mod_5	2263737	28260852	Normal (pre-intervention)	solid
2020-08-03	mod_6	30162	184242	Cautious return	solid
2020-08-04	mod_2	257876	1990852	Soc. Dist. + Travel Ban	solid
2020-08-04	mod_3	2577187	30798154	No Intervention	solid
2020-08-04	mod_4	234717	1779492	Moderate return	solid
2020-08-04	mod_5	2365164	29316382	Normal (pre-intervention)	solid
2020-08-04	mod_6	31662	191535	Cautious return	solid
2020-08-05	mod_2	273555	2146686	Soc. Dist. + Travel Ban	solid
2020-08-05	mod_3	2685656	31731387	No Intervention	solid
2020-08-05	mod_4	249405	1930070	Moderate return	solid
2020-08-05	mod_5	2467514	30283366	Normal (pre-intervention)	solid
2020-08-05	mod_6	33242	199988	Cautious return	solid
2020-08-06	mod_2	289815	2322032	Soc. Dist. + Travel Ban	solid
2020-08-06	mod_3	2794888	32619232	No Intervention	solid
2020-08-06	mod_4	264667	2080739	Moderate return	solid
2020-08-06	mod_5	2570709	31210024	Normal (pre-intervention)	solid
2020-08-06	mod_6	34904	206737	Cautious return	solid
2020-08-07	mod_2	306640	2498867	Soc. Dist. + Travel Ban	solid
2020-08-07	mod_3	2904729	33444806	No Intervention	solid
2020-08-07	mod_4	280501	2242610	Moderate return	solid
2020-08-07	mod_5	2674608	32143164	Normal (pre-intervention)	solid
2020-08-07	mod_6	36647	214997	Cautious return	solid
2020-08-08	mod_2	324040	2690376	Soc. Dist. + Travel Ban	solid
2020-08-08	mod_3	3015062	34197368	No Intervention	solid
2020-08-08	mod_4	296885	2425286	Moderate return	solid
2020-08-08	mod_5	2779040	32988197	Normal (pre-intervention)	solid
2020-08-08	mod_6	38475	224312	Cautious return	solid
2020-08-09	mod_2	342012	2898362	Soc. Dist. + Travel Ban	solid
2020-08-09	mod_3	3125752	34929480	No Intervention	solid
2020-08-09	mod_4	313894	2614394	Moderate return	solid
2020-08-09	mod_5	2883914	33804927	Normal (pre-intervention)	solid
2020-08-09	mod_6	40401	232004	Cautious return	solid
2020-08-10	mod_2	360545	3127248	Soc. Dist. + Travel Ban	solid
2020-08-10	mod_3	3236771	35634669	No Intervention	solid
2020-08-10	mod_4	331434	2820731	Moderate return	solid
2020-08-10	mod_5	2989117	34571919	Normal (pre-intervention)	solid
2020-08-10	mod_6	42415	241481	Cautious return	solid
2020-08-11	mod_2	379595	3362259	Soc. Dist. + Travel Ban	solid
2020-08-11	mod_3	3347877	36277670	No Intervention	solid
2020-08-11	mod_4	349508	3022603	Moderate return	solid
2020-08-11	mod_5	3094538	35271673	Normal (pre-intervention)	solid
2020-08-11	mod_6	44528	250495	Cautious return	solid
2020-08-12	mod_2	399191	3614662	Soc. Dist. + Travel Ban	solid
2020-08-12	mod_3	3459058	36882083	No Intervention	solid
2020-08-12	mod_4	368108	3252457	Moderate return	solid
2020-08-12	mod_5	3200125	35960131	Normal (pre-intervention)	solid
2020-08-12	mod_6	46724	261274	Cautious return	solid
2020-08-13	mod_2	419305	3882711	Soc. Dist. + Travel Ban	solid
2020-08-13	mod_3	3570228	37463875	No Intervention	solid
2020-08-13	mod_4	387217	3500804	Moderate return	solid
2020-08-13	mod_5	3305803	36556719	Normal (pre-intervention)	solid
2020-08-13	mod_6	49021	270975	Cautious return	solid
2020-08-14	mod_2	439917	4167376	Soc. Dist. + Travel Ban	solid
2020-08-14	mod_3	3681221	37974420	No Intervention	solid
2020-08-14	mod_4	406834	3762489	Moderate return	solid
2020-08-14	mod_5	3411425	37122351	Normal (pre-intervention)	solid
2020-08-14	mod_6	51414	282450	Cautious return	solid
2020-08-15	mod_2	461092	4463689	Soc. Dist. + Travel Ban	solid
2020-08-15	mod_3	3792084	38480804	No Intervention	solid
2020-08-15	mod_4	427015	4030685	Moderate return	solid
2020-08-15	mod_5	3516865	37628858	Normal (pre-intervention)	solid
2020-08-15	mod_6	53909	292341	Cautious return	solid
2020-08-16	mod_2	482761	4783216	Soc. Dist. + Travel Ban	solid
2020-08-16	mod_3	3902562	38963434	No Intervention	solid
2020-08-16	mod_4	447650	4331096	Moderate return	solid
